GeneName;Column1;logCPM;F;Pvalue;FDR
EML1;-4,83E+14;2,42E+14;5,08E+14;4,04E+14;2,99E+14
PHF6;-2,68E+14;5,64E+14;5,08E+14;4,04E+14;2,99E+14
METTL4;-4,21E+14;2,64E+14;5,08E+14;4,05E+14;2,99E+14
PYCR1;3,54E+14;4,00E+13;5,07E+14;4,05E+14;2,99E+13
SLC2A13;-7,88E+14;1,50E+14;5,07E+14;4,06E+14;2,99E+13
ZNF713;-5,36E+14;1,95E+14;5,07E+14;4,06E+13;2,99E+13
LINC00641;-3,00E+14;3,85E+14;5,07E+14;4,07E+14;3,00E+14
ABHD6;-3,85E+14;2,93E+14;5,06E+14;4,07E+14;3,00E+14
ACTB;1,93E+14;1,19E+14;5,06E+14;4,07E+14;3,00E+14
ANP32E;-2,35E+14;5,99E+14;5,06E+14;4,07E+14;3,00E+14
SNRPD1;2,18E+13;6,49E+14;5,06E+14;4,08E+14;3,00E+14
KIAA2026;-2,77E+14;4,88E+14;5,06E+14;4,08E+14;3,00E+14
LEPROT;-2,93E+14;6,41E+13;5,06E+14;4,08E+14;3,00E+14
MCM9;-3,57E+14;3,26E+14;5,06E+14;4,08E+14;3,00E+14
DNAJB12;2,53E+14;5,40E+14;5,06E+14;4,09E+14;3,00E+14
MIR205HG;-2,28E+13;7,55E+14;5,05E+14;4,09E+14;3,00E+14
ZNF525;-3,27E+14;4,11E+14;5,05E+14;4,09E+13;3,00E+14
PALM;-7,00E+14;1,49E+14;5,04E+13;4,10E+14;3,01E+14
ZNF644;-3,03E+14;5,41E+14;5,04E+14;4,11E+14;3,01E+14
RABGAP1;-1,97E+12;6,61E+14;5,04E+13;4,11E+14;3,01E+14
ACRBP;-1,31E+14;-5,07E+14;5,04E+14;4,11E+14;3,01E+14
UBD;6,66E+14;1,36E+13;5,04E+14;4,12E+14;3,01E+14
sep-10;-2,38E+14;6,05E+14;5,03E+14;4,12E+14;3,01E+14
LPCAT2;-3,05E+14;5,41E+14;5,03E+14;4,13E+14;3,01E+14
TAOK1;-2,34E+14;6,89E+14;5,03E+14;4,13E+14;3,01E+14
CRYAB;-3,55E+14;3,76E+14;5,03E+12;4,13E+14;3,01E+14
RAN;2,36E+14;8,38E+14;5,03E+14;4,13E+13;3,01E+14
ATAD3A;3,55E+14;4,29E+14;5,03E+14;4,14E+14;3,02E+14
PDIK1L;-7,03E+14;1,11E+14;5,02E+14;4,15E+14;3,02E+14
C8orf76;-1,64E+14;-9,16E+14;5,02E+14;4,15E+14;3,02E+14
KLHL25;4,40E+14;2,92E+14;5,02E+14;4,15E+14;3,02E+14
MAB21L1;-9,84E+14;2,84E+14;5,01E+14;4,16E+14;3,03E+14
TGFBR2;1,87E+14;8,74E+14;5,01E+14;4,17E+13;3,03E+14
C20orf96;-4,45E+14;2,18E+14;5,00E+14;4,18E+14;3,04E+14
BMPR1B;-4,11E+14;2,88E+14;5,00E+14;4,18E+14;3,04E+14
ANTXR2;2,37E+14;6,23E+14;5,00E+14;4,19E+14;3,04E+14
SCEL;2,38E+13;8,06E+14;4,99E+13;4,20E+14;3,04E+14
JPH1;-3,34E+14;3,97E+14;4,99E+13;4,20E+14;3,04E+14
ERH;-2,70E+14;5,60E+14;4,98E+14;4,21E+14;3,05E+13
TMEM92;3,07E+14;3,94E+14;4,98E+14;4,22E+14;3,06E+14
STX17;-2,35E+14;5,22E+14;4,98E+14;4,23E+14;3,06E+14
MAP2K6;-1,19E+14;-4,91E+14;4,97E+14;4,23E+14;3,06E+14
KLK12;6,36E+14;1,50E+14;4,97E+14;4,24E+14;3,07E+14
PSMD3;1,83E+14;7,29E+13;4,96E+14;4,25E+14;3,07E+14
TNFAIP6;2,05E+14;-1,15E+14;4,96E+14;4,25E+13;3,07E+14
WASF1;2,35E+14;4,97E+14;4,96E+14;4,25E+14;3,07E+14
CSNK1G1;-1,97E+14;7,03E+14;4,96E+13;4,26E+14;3,07E+14
EBNA1BP2;2,07E+14;6,79E+14;4,96E+14;4,26E+14;3,07E+14
TOMM40L;2,63E+14;4,71E+14;4,96E+14;4,26E+14;3,07E+14
SLC39A11;-2,40E+14;4,90E+14;4,95E+14;4,27E+14;3,08E+14
BRCA2;-5,01E+12;2,18E+14;4,95E+14;4,27E+14;3,08E+14
MPRIP;2,12E+14;7,97E+14;4,95E+14;4,28E+14;3,08E+14
PSMC4;1,92E+12;6,22E+14;4,94E+14;4,28E+14;3,08E+14
KPTN;4,16E+14;2,57E+14;4,94E+13;4,29E+14;3,08E+14
MTIF2;-2,11E+14;6,14E+14;4,94E+14;4,29E+14;3,08E+14
FAM219A;2,17E+14;5,99E+14;4,94E+14;4,29E+14;3,08E+14
TRMU;3,25E+13;3,30E+13;4,94E+14;4,29E+14;3,08E+12
NEURL4;3,34E+14;4,67E+14;4,93E+14;4,30E+14;3,08E+14
ARHGEF28;1,97E+14;6,63E+14;4,93E+14;4,31E+14;3,09E+14
ATP13A2;2,92E+14;6,18E+14;4,93E+14;4,31E+14;3,09E+14
MAPK6;-1,93E+14;7,67E+14;4,93E+14;4,32E+14;3,09E+14
TWF1;-2,21E+14;6,44E+14;4,92E+14;4,32E+14;3,09E+14
NDFIP1;-2,40E+14;6,36E+14;4,92E+13;4,32E+14;3,09E+14
SHBG;2,15E+14;-1,41E+14;4,92E+14;4,33E+14;3,09E+14
ZNF518A;-4,94E+14;3,75E+14;4,92E+14;4,33E+14;3,09E+14
GRPEL1;2,46E+14;5,82E+14;4,92E+14;4,33E+14;3,09E+14
CD55;2,90E+14;4,94E+14;4,92E+13;4,33E+14;3,09E+14
NIPBL;-2,44E+14;6,64E+14;4,92E+14;4,34E+14;3,09E+14
RRS1;2,12E+14;5,48E+14;4,91E+14;4,34E+14;3,09E+14
GADD45G;-1,93E+14;-1,19E+14;4,91E+14;4,34E+14;3,09E+14
PRKAA2;-3,90E+14;3,20E+14;4,91E+14;4,34E+14;3,09E+14
TTLL5;-2,13E+14;5,75E+14;4,91E+14;4,35E+14;3,09E+13
LOC100288911;-1,07E+14;-1,12E+14;4,91E+14;4,35E+14;3,09E+13
KLHDC1;-1,57E+14;-1,11E+14;4,91E+14;4,35E+14;3,09E+13
TPP2;-2,44E+14;5,61E+14;4,90E+14;4,36E+13;3,10E+14
ADPGK;2,03E+14;5,87E+14;4,90E+14;4,37E+14;3,10E+14
IKZF2;-2,32E+14;5,16E+13;4,90E+14;4,37E+14;3,10E+14
EPHB4;2,29E+14;6,71E+14;4,90E+14;4,37E+14;3,10E+14
HECTD3;1,90E+14;6,34E+14;4,89E+14;4,38E+14;3,10E+14
PPT1;-2,07E+14;6,16E+14;4,89E+14;4,39E+14;3,11E+14
CANT1;1,94E+14;6,33E+14;4,89E+14;4,39E+14;3,11E+14
EHD4;2,32E+14;5,79E+14;4,89E+14;4,39E+14;3,11E+14
MT1G;-8,29E+12;7,23E+14;4,88E+14;4,40E+14;3,11E+14
ACBD6;-2,27E+14;5,39E+14;4,87E+14;4,41E+14;3,12E+14
TMEM150A;3,06E+14;3,96E+14;4,87E+14;4,41E+14;3,12E+14
MITF;-3,21E+13;4,59E+14;4,87E+14;4,42E+14;3,12E+13
IGHMBP2;3,07E+14;4,00E+14;4,87E+14;4,42E+14;3,12E+14
TMEM63A;2,50E+13;5,08E+14;4,87E+14;4,43E+14;3,12E+14
MAP4K3;-2,61E+14;5,10E+14;4,87E+14;4,43E+14;3,12E+14
PSG1;9,25E+14;2,48E+14;4,86E+14;4,43E+14;3,12E+14
PBX3;-2,73E+14;4,04E+14;4,85E+14;4,46E+14;3,14E+14
VNN2;1,77E+14;-1,01E+14;4,85E+14;4,46E+14;3,14E+14
CTU2;4,80E+14;2,01E+14;4,85E+13;4,47E+14;3,14E+14
PTGES2;3,32E+14;4,57E+14;4,84E+14;4,47E+14;3,14E+14
TUFT1;2,12E+14;6,42E+13;4,84E+14;4,47E+14;3,14E+14
ZFP90;-2,38E+14;5,16E+14;4,84E+14;4,47E+14;3,14E+14
GPATCH11;-4,56E+14;3,48E+14;4,84E+13;4,47E+14;3,14E+14
PTRH2;2,35E+14;5,94E+14;4,84E+14;4,47E+14;3,14E+14
ADAMTS9;6,08E+14;1,16E+14;4,84E+14;4,48E+14;3,14E+14
ABHD3;-3,68E+14;2,88E+14;4,84E+14;4,48E+14;3,14E+14
CASC4;-2,12E+14;6,12E+14;4,84E+14;4,48E+14;3,14E+13
COBLL1;-2,26E+14;6,31E+14;4,84E+14;4,49E+13;3,14E+13
PGM3;2,41E+14;5,45E+14;4,83E+14;4,50E+14;3,15E+14
CTDSPL2;-3,51E+14;3,72E+14;4,83E+13;4,50E+14;3,15E+14
NUP133;-2,66E+14;5,64E+14;4,83E+14;4,50E+14;3,15E+14
SPON2;-6,27E+14;2,11E+14;4,83E+14;4,50E+14;3,15E+14
FAM200B;-4,60E+14;3,70E+14;4,82E+12;4,51E+14;3,15E+14
SPATS2L;-1,70E+14;8,19E+14;4,82E+14;4,51E+14;3,15E+14
PART1;-5,94E+14;1,90E+14;4,82E+14;4,52E+14;3,15E+14
ARFGEF1;-2,65E+14;6,87E+14;4,82E+14;4,52E+14;3,15E+14
CYP7B1;1,36E+14;-5,05E+14;4,82E+14;4,52E+14;3,15E+14
MTHFD1L;2,09E+14;5,52E+14;4,82E+14;4,52E+13;3,15E+14
FAT1;1,69E+14;1,00E+14;4,81E+13;4,53E+14;3,15E+14
SARS;1,84E+14;8,24E+14;4,81E+14;4,53E+14;3,15E+14
ZNF681;-6,35E+14;1,45E+14;4,81E+14;4,54E+14;3,16E+14
TRAPPC11;-2,57E+14;5,46E+14;4,81E+14;4,54E+14;3,16E+14
LOH12CR2;-1,60E+14;-1,11E+14;4,80E+14;4,55E+14;3,16E+14
SLC25A27;-3,42E+14;3,41E+14;4,80E+14;4,55E+14;3,16E+14
NUCB2;-3,16E+14;4,80E+14;4,80E+14;4,55E+14;3,16E+14
FAM181B;-1,05E+14;-7,65E+14;4,80E+14;4,55E+14;3,16E+14
PSMB7;3,11E+14;8,04E+14;4,80E+14;4,56E+14;3,16E+14
RAD51C;-2,45E+14;4,65E+14;4,80E+14;4,56E+14;3,16E+14
RIMS2;-3,88E+14;2,99E+14;4,79E+14;4,57E+13;3,17E+14
ADAP2;7,59E+14;1,42E+14;4,79E+14;4,57E+14;3,17E+14
HM13;1,82E+14;7,49E+14;4,79E+14;4,58E+14;3,17E+14
IL17RE;-3,03E+14;3,90E+14;4,78E+14;4,59E+13;3,17E+14
CXCL10;1,02E+14;3,33E+14;4,78E+14;4,59E+14;3,17E+14
PSIP1;-2,62E+14;5,69E+13;4,78E+14;4,59E+14;3,17E+14
UBE2T;4,16E+14;2,80E+14;4,78E+14;4,59E+14;3,17E+14
SNX7;-2,48E+14;5,35E+14;4,78E+14;4,59E+14;3,17E+14
UTP14C;-2,54E+14;5,13E+14;4,78E+14;4,60E+14;3,17E+14
ASB1;2,57E+14;5,05E+14;4,78E+14;4,60E+14;3,17E+14
CIB1;2,36E+14;5,91E+13;4,78E+14;4,60E+14;3,17E+14
PCMTD1;-2,60E+14;5,31E+14;4,78E+14;4,60E+14;3,17E+14
FLAD1;2,30E+14;5,53E+14;4,77E+13;4,61E+14;3,17E+14
BLMH;-2,65E+14;5,09E+14;4,77E+14;4,61E+14;3,17E+13
SHROOM4;-3,69E+14;3,99E+14;4,77E+14;4,62E+14;3,18E+14
TIMP4;-1,54E+14;-7,38E+13;4,77E+14;4,62E+14;3,18E+14
UBE2M;2,19E+14;5,66E+14;4,77E+14;4,62E+14;3,18E+14
MARS;1,80E+14;6,92E+14;4,76E+14;4,63E+14;3,18E+14
TTLL4;3,23E+13;4,59E+14;4,76E+14;4,64E+14;3,18E+14
OSBPL1A;-2,09E+14;6,06E+14;4,76E+14;4,64E+14;3,18E+14
CATSPERG;-1,03E+14;-2,15E+14;4,76E+14;4,64E+14;3,18E+14
RHOBTB2;2,13E+14;7,18E+14;4,76E+14;4,64E+14;3,18E+14
NUPR1;-2,06E+14;6,73E+14;4,75E+14;4,64E+13;3,18E+14
WTAPP1;1,32E+14;-1,06E+13;4,75E+14;4,65E+14;3,18E+14
PPIB;1,87E+14;9,08E+14;4,75E+14;4,65E+14;3,18E+14
RAC1;1,84E+14;7,84E+14;4,75E+14;4,65E+14;3,18E+14
ZFP69;-4,35E+13;2,58E+14;4,75E+14;4,66E+14;3,18E+14
APOL2;2,05E+14;6,71E+14;4,75E+14;4,66E+14;3,18E+14
PBLD;-5,01E+14;1,99E+14;4,75E+14;4,66E+14;3,18E+14
LIPH;2,73E+14;4,16E+14;4,74E+14;4,67E+14;3,18E+14
IDH1;-1,80E+14;7,54E+14;4,74E+14;4,67E+14;3,18E+14
VGLL4;-1,88E+14;6,25E+14;4,74E+13;4,67E+14;3,18E+14
LYSMD4;-3,75E+14;2,80E+14;4,74E+14;4,67E+14;3,18E+14
SH2D2A;8,51E+14;1,22E+14;4,74E+14;4,67E+14;3,18E+14
ZNF300P1;7,58E+14;1,10E+14;4,74E+14;4,67E+14;3,18E+14
SQSTM1;1,90E+14;9,43E+14;4,74E+14;4,68E+14;3,18E+14
ZNF761;-2,96E+14;4,67E+14;4,74E+14;4,68E+14;3,18E+14
GNAI1;-3,81E+14;4,90E+14;4,74E+14;4,68E+14;3,18E+14
IL15;-6,72E+14;1,02E+14;4,73E+14;4,69E+14;3,18E+14
WDR46;2,52E+14;5,34E+13;4,73E+14;4,69E+14;3,18E+14
CIDECP;3,96E+14;2,47E+14;4,73E+14;4,70E+14;3,18E+14
UIMC1;2,45E+14;5,22E+14;4,73E+14;4,70E+14;3,18E+14
PRSS27;1,03E+14;5,80E+14;4,73E+14;4,70E+14;3,18E+14
EPM2AIP1;-3,49E+13;4,04E+14;4,73E+14;4,70E+14;3,18E+14
CEPT1;-2,36E+14;5,83E+14;4,73E+14;4,70E+14;3,18E+14
MTHFD2L;5,74E+14;1,81E+14;4,72E+14;4,71E+14;3,19E+14
PES1;1,87E+14;6,93E+14;4,72E+13;4,72E+14;3,19E+14
NFE2L2;-2,49E+14;7,65E+14;4,72E+14;4,72E+14;3,19E+14
LOC100289495;-1,15E+13;-9,57E+14;4,72E+14;4,72E+14;3,19E+14
KIF21B;9,17E+14;7,58E+13;4,72E+14;4,72E+13;3,19E+14
ACSS1;-7,03E+14;8,87E+14;4,71E+13;4,73E+14;3,19E+14
CCNB2;-3,23E+14;3,65E+14;4,71E+14;4,74E+14;3,19E+13
UBQLN2;-2,01E+14;5,84E+13;4,71E+12;4,74E+14;3,19E+13
DSEL;-6,14E+14;1,58E+14;4,71E+14;4,74E+14;3,19E+13
BORA;-3,99E+14;2,92E+14;4,71E+14;4,74E+14;3,19E+13
ZSCAN31;-2,27E+14;6,18E+14;4,71E+14;4,74E+13;3,19E+13
DTWD1;-5,83E+14;2,28E+14;4,71E+14;4,74E+14;3,19E+13
DAPL1;-2,17E+14;-1,39E+14;4,70E+14;4,75E+14;3,20E+14
MGAT4B;2,09E+14;6,98E+14;4,70E+14;4,75E+13;3,20E+14
ERLIN2;-1,94E+14;6,33E+14;4,70E+13;4,76E+14;3,20E+14
CRLF3;3,07E+14;4,21E+14;4,70E+13;4,76E+14;3,20E+14
RNF4;1,80E+14;6,63E+14;4,70E+14;4,76E+14;3,20E+14
HSD17B11;-4,16E+14;2,33E+14;4,69E+14;4,77E+14;3,20E+14
TSEN54;4,09E+14;2,64E+14;4,69E+14;4,77E+14;3,20E+14
