X	control_1h	exposed_1h	exposed_1h
226498_at	10.2	6.5	6.5
226499_at	107.6	89.9	89.9
226500_at	46.3	40.8	40.8
226501_at	49.8	37.7	37.7
226502_at	109.4	94.5	94.5
226503_at	162.7	123.5	123.5
226504_at	7.2	8.1	8.1
226505_x_at	266.7	213.1	213.1
226506_at	105.1	105.9	105.9
226507_at	197.0	188.6	188.6
226508_at	308.0	256.5	256.5
226509_at	260.9	240.2	240.2
226510_at	170.1	139.2	139.2
226511_at	65.2	61.7	61.7
226512_at	39.5	21.8	21.8
226513_at	90.0	85.7	85.7
226514_at	109.7	139.4	139.4
226515_at	225.9	140.2	140.2
226516_at	11.3	95.7	95.7
226517_at	245.6	237.6	237.6
226518_at	460.8	387.7	387.7
226519_s_at	135.3	114.5	114.5
226520_at	82.6	102.4	102.4
226521_s_at	86.6	62.1	62.1
226522_at	29.1	23.5	23.5
226523_at	624.0	615.2	615.2
226524_at	204.1	171.2	171.2
226525_at	68.7	68.4	68.4
226526_s_at	1.7	3.9	3.9
226527_at	96.2	125.3	125.3
226528_at	200.6	203.0	203.0
226529_at	80.0	108.2	108.2
226530_at	38.1	29.4	29.4
226531_at	164.3	209.0	209.0
226532_at	125.7	113.8	113.8
226533_at	36.9	27.1	27.1
226534_at	373.7	361.0	361.0
226535_at	10.1	1.7	1.7
226536_at	508.7	443.5	443.5
226537_at	58.0	57.0	57.0
226538_at	271.7	212.3	212.3
226539_s_at	19.1	40.0	40.0
226540_at	4.1	5.4	5.4
226541_at	345.3	333.1	333.1
226542_at	240.7	320.1	320.1
226543_at	23.4	43.4	43.4
226544_x_at	156.1	161.8	161.8
226545_at	505.3	383.8	383.8
226546_at	206.5	227.1	227.1
226547_at	360.5	318.0	318.0
226548_at	27.5	49.7	49.7
226549_at	49.7	57.8	57.8
226550_at	73.2	87.1	87.1
226551_at	156.5	146.2	146.2
226552_at	148.7	119.4	119.4
226553_at	6.9	3.1	3.1
226554_at	155.5	258.9	258.9
226555_at	52.5	91.9	91.9
226556_at	283.1	223.2	223.2
226557_at	114.7	115.3	115.3
226558_at	86.9	68.8	68.8
226559_at	60.6	60.4	60.4
226560_at	14.3	11.4	11.4
226561_at	99.2	90.0	90.0
226562_at	107.5	76.6	76.6
226563_at	305.9	347.4	347.4
226564_at	82.0	86.2	86.2
226565_at	102.4	89.4	89.4
226566_at	222.0	165.4	165.4
226567_at	255.1	218.8	218.8
226568_at	245.4	186.6	186.6
226569_s_at	201.5	261.8	261.8
226570_at	53.4	27.6	27.6
226571_s_at	130.4	87.2	87.2
226572_at	78.1	81.9	81.9
226573_at	33.0	35.6	35.6
226574_at	387.5	367.0	367.0
226575_at	73.1	84.0	84.0
226576_at	25.2	16.5	16.5
226577_at	244.9	241.9	241.9
226578_s_at	43.3	52.0	52.0
226579_at	297.6	294.8	294.8
226580_at	298.5	281.2	281.2
226581_at	384.2	399.0	399.0
226582_at	7.3	4.0	4.0
226583_at	57.6	32.6	32.6
226584_s_at	125.9	131.5	131.5
226585_at	87.7	60.5	60.5
226586_at	103.6	76.3	76.3
226587_at	17.3	9.5	9.5
226588_at	115.8	106.1	106.1
226589_at	52.9	73.3	73.3
226590_at	231.2	221.9	221.9
226591_at	14.7	11.0	11.0
226592_at	176.8	264.7	264.7
226594_at	100.7	82.7	82.7
226595_at	59.5	122.3	122.3
226596_x_at	41.4	24.3	24.3
226597_at	33.4	44.2	44.2
226598_s_at	9.3	6.1	6.1
226599_at	141.2	88.1	88.1
226600_at	183.1	179.0	179.0
226601_at	217.9	127.4	127.4
226602_s_at	127.2	111.5	111.5
226603_at	96.7	81.3	81.3
226604_at	123.0	96.9	96.9
226605_at	131.7	91.6	91.6
226606_s_at	97.0	117.7	117.7
226607_at	212.0	185.2	185.2
226608_at	139.0	109.8	109.8
226609_at	192.0	152.6	152.6
226610_at	1297.2	1513.4	1513.4
226611_s_at	1753.5	2406.2	2406.2
226612_at	27.7	8.4	8.4
226613_at	19.4	36.8	36.8
226614_s_at	29.8	24.4	24.4
226615_at	2.0	14.3	14.3
226616_s_at	322.9	376.2	376.2
226617_at	213.2	230.2	230.2
226618_at	24.6	11.2	11.2
226619_at	217.7	144.2	144.2
226620_x_at	550.0	627.6	627.6
226621_at	1263.5	1206.2	1206.2
226622_at	13.9	1.9	1.9
226623_at	31.2	15.1	15.1
226624_at	116.1	80.6	80.6
226625_at	66.7	56.8	56.8
226626_at	180.7	160.1	160.1
226627_at	5.6	14.5	14.5
226628_at	138.6	149.8	149.8
226629_at	72.9	67.0	67.0
226630_at	173.4	164.3	164.3
226631_at	135.5	102.1	102.1
226632_at	31.9	23.5	23.5
226633_at	359.0	332.3	332.3
226634_at	21.5	38.2	38.2
226635_at	259.6	176.1	176.1
226636_at	34.3	19.1	19.1
226637_at	14.7	19.8	19.8
226638_at	274.3	272.8	272.8
226639_at	142.4	102.9	102.9
226640_at	67.3	66.5	66.5
226641_at	15.2	7.5	7.5
226642_s_at	367.3	411.3	411.3
226643_s_at	55.3	19.2	19.2
226644_at	112.6	71.7	71.7
226645_at	5.7	11.1	11.1
226646_at	28.7	13.9	13.9
226647_at	60.1	79.8	79.8
226648_at	190.7	225.9	225.9
226649_at	68.7	66.6	66.6
226650_at	116.2	112.3	112.3
226651_at	146.3	112.7	112.7
226652_at	99.7	75.2	75.2
226653_at	4.7	9.2	9.2
226654_at	4.0	2.3	2.3
226655_at	27.8	34.8	34.8
226656_at	84.9	104.1	104.1
226657_at	229.4	227.3	227.3
226658_at	35.0	17.1	17.1
226659_at	45.8	27.7	27.7
226660_at	168.2	155.0	155.0
226661_at	440.4	446.1	446.1
226662_at	46.6	31.7	31.7
226663_at	85.8	91.8	91.8
226664_at	197.6	239.7	239.7
226665_at	78.1	85.6	85.6
226666_at	237.3	218.1	218.1
226667_x_at	77.6	140.7	140.7
226668_at	105.9	89.7	89.7
226669_at	53.7	57.4	57.4
226670_s_at	133.5	152.1	152.1
226671_at	77.9	57.3	57.3
226672_s_at	18.6	51.1	51.1
226673_at	4.2	3.8	3.8
226674_at	41.5	42.6	42.6
226675_s_at	32.7	52.9	52.9
226676_at	2.0	5.0	5.0
226677_at	1.7	0.4	0.4
226678_at	6.0	5.4	5.4
226679_at	305.9	235.7	235.7
226680_at	31.5	23.0	23.0
226681_at	16.4	4.5	4.5
226682_at	9.6	5.7	5.7
226683_at	193.3	172.8	172.8
226684_at	148.7	130.1	130.1
226685_at	255.6	230.8	230.8
226686_at	169.0	148.5	148.5
226687_at	73.5	75.4	75.4
226688_at	34.3	27.4	27.4
226689_at	295.0	326.6	326.6
226690_at	7.9	13.3	13.3
226691_at	298.6	203.9	203.9
226692_at	113.3	114.5	114.5
226693_at	100.0	94.8	94.8
226694_at	1264.6	1084.9	1084.9
226695_at	5.6	2.3	2.3
226696_at	162.8	129.1	129.1
226697_at	88.4	80.3	80.3
226698_at	59.5	68.1	68.1
226699_at	38.9	8.7	8.7
226700_at	43.7	57.1	57.1
226701_at	12.2	14.7	14.7
226702_at	502.5	526.2	526.2
226703_at	58.8	82.4	82.4
226704_at	48.4	61.4	61.4
226705_at	238.5	316.2	316.2
226706_at	26.3	31.0	31.0
226707_at	246.2	237.7	237.7
226708_at	2.1	2.2	2.2
226709_at	3.5	1.0	1.0
226710_at	519.7	593.5	593.5
226711_at	170.6	162.6	162.6
226712_at	108.9	125.1	125.1
226713_at	113.4	137.1	137.1
226714_at	114.0	101.2	101.2
226715_at	147.3	137.4	137.4
226716_at	115.3	154.0	154.0
226717_at	57.0	36.2	36.2
226718_at	26.6	31.8	31.8
226719_at	69.2	89.7	89.7
226720_at	149.3	117.7	117.7
226721_at	192.7	145.0	145.0
226722_at	150.9	153.9	153.9
226723_at	223.8	226.6	226.6
226724_s_at	30.5	28.7	28.7
226725_at	2.4	2.3	2.3
226726_at	262.6	167.9	167.9
226727_at	172.0	138.4	138.4
226728_at	71.7	55.1	55.1
226729_at	65.2	45.0	45.0
226730_s_at	83.2	70.4	70.4
226731_at	37.5	39.7	39.7
226732_at	184.1	173.5	173.5
226733_at	61.8	56.1	56.1
226734_at	109.8	115.6	115.6
226735_at	40.7	58.7	58.7
226736_at	118.2	178.0	178.0
226737_at	11.7	21.9	21.9
226738_at	76.0	126.3	126.3
226739_at	177.8	144.0	144.0
226740_x_at	1605.0	1487.4	1487.4
226741_at	266.9	243.5	243.5
226742_at	252.7	253.9	253.9
226743_at	12.0	12.7	12.7
226744_at	425.1	389.5	389.5
226745_at	45.1	34.2	34.2
226746_s_at	23.6	8.8	8.8
226747_at	281.7	232.2	232.2
226748_at	244.3	215.2	215.2
226749_at	222.7	195.1	195.1
226750_at	198.9	158.3	158.3
226751_at	138.1	131.9	131.9
226752_at	68.9	57.3	57.3
226753_at	147.9	104.4	104.4
226754_at	78.4	87.6	87.6
226755_at	19.8	1.8	1.8
226756_at	183.1	234.2	234.2
226757_at	771.5	713.3	713.3
226758_at	400.0	421.9	421.9
226759_at	58.1	34.7	34.7
226760_at	391.0	360.3	360.3
226761_at	40.1	52.0	52.0
226762_at	140.4	165.7	165.7
226763_at	20.1	44.6	44.6
226764_at	34.6	29.8	29.8
226765_at	55.6	29.4	29.4
226766_at	8.1	0.4	0.4
226767_s_at	59.0	63.5	63.5
226768_at	116.5	55.4	55.4
226769_at	13.7	1.9	1.9
226770_at	53.8	41.5	41.5
226771_at	151.3	170.6	170.6
226772_s_at	4.9	15.0	15.0
226773_at	186.3	149.1	149.1
226774_at	56.4	64.9	64.9
226775_at	169.4	162.6	162.6
226776_at	22.9	11.2	11.2
226777_at	2.3	17.7	17.7
226778_at	25.2	22.9	22.9
226779_at	176.1	143.4	143.4
226780_s_at	243.7	315.6	315.6
226781_at	149.7	129.4	129.4
226782_at	150.4	79.4	79.4
226783_at	51.5	63.8	63.8
226784_at	134.2	124.3	124.3
226785_at	174.1	203.3	203.3
226786_at	153.2	259.1	259.1
226787_at	60.4	50.5	50.5
226788_at	6.9	1.3	1.3
226789_at	32.7	21.4	21.4
226790_at	172.6	213.8	213.8
226791_at	244.9	245.6	245.6
226792_s_at	89.9	122.8	122.8
226793_at	172.1	162.8	162.8
226794_at	64.7	51.6	51.6
226795_at	96.4	118.2	118.2
226796_at	93.2	68.0	68.0
226797_at	147.4	106.3	106.3
226798_at	41.1	48.0	48.0
226799_at	30.6	23.6	23.6
226800_at	46.2	27.8	27.8
226801_s_at	1436.1	1348.1	1348.1
226802_s_at	81.0	98.2	98.2
226803_at	30.4	17.0	17.0
226804_at	4.9	1.6	1.6
226805_at	399.7	403.1	403.1
226806_s_at	81.2	80.5	80.5
226807_at	131.0	118.9	118.9
226808_at	51.2	44.3	44.3
226809_at	2.5	2.9	2.9
226810_at	93.7	87.4	87.4
226811_at	12.5	4.5	4.5
226812_at	10.8	7.1	7.1
226813_at	126.7	136.6	136.6
226814_at	2.9	2.5	2.5
226815_at	153.0	122.5	122.5
226816_s_at	262.6	254.1	254.1
226817_at	41.9	31.2	31.2
226818_at	16.1	2.7	2.7
226819_at	41.0	42.1	42.1
226820_at	344.6	290.8	290.8
226821_at	119.4	112.0	112.0
226822_at	30.8	9.7	9.7
226823_at	471.3	428.1	428.1
226824_at	51.1	35.5	35.5
226825_s_at	763.1	1468.4	1468.4
226826_at	202.1	159.2	159.2
226827_at	4.2	2.2	2.2
226828_s_at	30.1	13.4	13.4
226829_at	25.4	5.3	5.3
226830_x_at	17.3	9.0	9.0
226831_at	144.4	135.3	135.3
226832_at	292.0	267.0	267.0
226833_at	197.8	184.1	184.1
226834_at	28.4	36.2	36.2
226835_s_at	2393.9	2442.4	2442.4
226836_at	20.0	14.1	14.1
226837_at	158.7	141.7	141.7
226838_at	57.3	48.1	48.1
226839_at	316.3	242.6	242.6
226840_at	90.6	66.8	66.8
226841_at	9.4	2.5	2.5
226842_at	66.8	73.0	73.0
226843_s_at	134.4	239.1	239.1
226844_at	21.7	21.1	21.1
226845_s_at	1122.8	1196.1	1196.1
226846_at	5.8	14.8	14.8
226847_at	149.0	164.9	164.9
226848_at	165.6	84.8	84.8
226849_at	113.9	112.7	112.7
226850_at	273.4	204.7	204.7
226851_at	171.2	133.7	133.7
226852_at	36.5	27.3	27.3
226853_at	126.1	142.4	142.4
226854_at	226.3	261.4	261.4
226855_at	85.0	71.0	71.0
226856_at	24.3	11.7	11.7
226857_at	63.4	54.4	54.4
226858_at	127.7	155.3	155.3
226859_at	162.4	105.6	105.6
226860_at	235.0	255.9	255.9
226861_at	136.7	116.9	116.9
226862_at	70.5	75.4	75.4
226863_at	6.1	10.4	10.4
226864_at	2.8	1.1	1.1
226865_at	12.0	14.5	14.5
226866_at	211.6	253.4	253.4
226867_at	215.2	217.2	217.2
226868_at	138.9	140.4	140.4
226869_at	501.9	424.0	424.0
226870_at	50.9	74.1	74.1
226871_s_at	131.7	150.8	150.8
226872_at	27.5	38.3	38.3
226873_at	73.3	53.9	53.9
226874_at	145.0	164.2	164.2
226875_at	724.4	658.8	658.8
226876_at	317.9	381.0	381.0
226877_at	41.4	24.7	24.7
226878_at	20.1	2.9	2.9
226879_at	55.9	5.2	5.2
226880_at	1260.5	1790.8	1790.8
226881_at	244.2	202.8	202.8
226882_x_at	118.4	124.8	124.8
226883_at	337.6	237.1	237.1
226884_at	6.7	9.7	9.7
226885_at	102.4	71.8	71.8
226886_at	146.4	125.5	125.5
226887_at	231.2	218.3	218.3
226888_at	170.8	189.2	189.2
226889_at	83.4	69.0	69.0
226890_at	48.4	41.3	41.3
226891_at	139.4	148.7	148.7
226892_at	120.0	108.0	108.0
226893_at	458.7	429.0	429.0
226894_at	165.6	165.4	165.4
226895_at	533.2	876.4	876.4
226896_at	663.2	798.5	798.5
226897_s_at	168.2	218.2	218.2
226898_s_at	47.7	20.1	20.1
226899_at	13.4	29.6	29.6
226900_at	9.7	1.1	1.1
226901_at	169.7	165.9	165.9
226902_at	152.1	122.4	122.4
226903_s_at	10.0	3.0	3.0
226904_at	3.9	9.2	9.2
226905_at	584.1	452.4	452.4
226906_s_at	13.0	20.8	20.8
226907_at	3.0	3.4	3.4
226908_at	10.3	6.6	6.6
226909_at	73.6	75.0	75.0
226910_at	195.0	177.1	177.1
226911_at	11.2	2.8	2.8
226912_at	34.0	29.1	29.1
226913_s_at	5.1	2.7	2.7
226914_at	269.7	210.2	210.2
226915_s_at	532.1	437.4	437.4
226916_x_at	116.8	101.8	101.8
226917_s_at	278.1	248.3	248.3
226918_at	3.1	4.6	4.6
226919_at	110.6	129.9	129.9
226920_at	62.7	44.9	44.9
226921_at	157.0	156.5	156.5
226922_at	75.6	50.2	50.2
226923_at	133.6	135.8	135.8
226924_at	211.3	188.8	188.8
226925_at	175.6	181.0	181.0
226926_at	355.7	354.4	354.4
226927_at	87.5	90.5	90.5
226928_x_at	55.5	62.1	62.1
226929_at	119.3	123.8	123.8
226930_at	3.9	1.7	1.7
226931_at	5.2	19.8	19.8
226932_at	6.2	2.5	2.5
226933_s_at	73.9	53.4	53.4
226934_at	100.5	66.2	66.2
226935_s_at	796.6	716.7	716.7
226936_at	1016.0	1038.7	1038.7
226937_at	5.1	14.5	14.5
226938_at	155.4	106.9	106.9
226939_at	123.0	95.7	95.7
226940_at	2.7	2.8	2.8
226941_at	126.1	134.3	134.3
226942_at	185.9	149.1	149.1
226943_at	116.4	116.6	116.6
226944_at	11.4	4.7	4.7
226945_at	90.8	95.1	95.1
226946_at	140.0	166.4	166.4
226947_at	94.8	81.2	81.2
226948_at	26.0	35.9	35.9
226949_at	152.1	98.6	98.6
226950_at	21.3	2.1	2.1
226951_at	152.3	141.5	141.5
226952_at	263.5	282.2	282.2
226953_at	3.0	1.3	1.3
226954_at	179.3	164.7	164.7
226955_at	30.1	31.5	31.5
226956_at	73.9	57.7	57.7
226957_x_at	50.0	52.3	52.3
226958_s_at	146.1	163.3	163.3
226959_at	95.0	57.7	57.7
226960_at	7.3	3.8	3.8
226961_at	81.4	94.9	94.9
226962_at	69.3	61.3	61.3
226963_at	427.4	459.4	459.4
226964_at	49.0	52.8	52.8
226965_at	325.5	289.5	289.5
226966_at	28.1	25.1	25.1
226967_at	246.7	282.9	282.9
226968_at	282.1	326.3	326.3
226969_at	129.9	72.5	72.5
226970_at	110.6	98.1	98.1
226971_at	25.0	25.3	25.3
226972_s_at	47.5	60.9	60.9
226973_at	13.3	44.2	44.2
226974_at	88.9	72.6	72.6
226975_at	37.9	49.2	49.2
226976_at	296.9	255.2	255.2
226977_at	57.9	39.7	39.7
226978_at	11.9	4.0	4.0
226979_at	466.6	484.3	484.3
226980_at	160.6	158.2	158.2
226981_at	126.3	142.9	142.9
226982_at	64.5	72.8	72.8
226983_at	60.1	164.0	164.0
226984_at	57.8	21.3	21.3
226985_at	4.3	8.6	8.6
226986_at	83.0	58.0	58.0
226987_at	177.6	137.8	137.8
226988_s_at	43.5	106.9	106.9
226989_at	47.4	66.1	66.1
226990_at	264.9	214.7	214.7
226991_at	5.5	18.9	18.9
226992_at	2.1	1.2	1.2
226993_at	278.8	276.0	276.0
226994_at	185.4	173.9	173.9
226995_at	277.8	254.3	254.3
226996_at	542.3	529.3	529.3
226997_at	151.9	148.5	148.5
226998_at	182.3	138.2	138.2
226999_at	13.6	6.9	6.9
227000_at	5.7	14.7	14.7
227001_at	60.2	38.8	38.8
227002_at	52.3	31.1	31.1
227003_at	217.7	223.5	223.5
227004_at	17.6	17.8	17.8
227005_at	178.4	163.6	163.6
227006_at	23.9	13.3	13.3
227007_at	19.7	75.9	75.9
227008_at	169.9	143.3	143.3
227009_at	57.7	36.7	36.7
227010_at	33.1	22.0	22.0
227011_at	6.2	14.0	14.0
227012_at	173.7	178.4	178.4
227013_at	633.3	587.6	587.6
227014_at	44.4	42.5	42.5
227015_at	39.8	25.8	25.8
227016_at	33.9	29.7	29.7
227017_at	86.3	79.1	79.1
227018_at	235.4	194.6	194.6
227019_at	75.1	42.3	42.3
227020_at	32.4	23.5	23.5
227021_at	72.8	62.6	62.6
227022_at	138.0	128.5	128.5
227023_at	39.3	49.1	49.1
227024_s_at	22.6	3.3	3.3
227025_at	91.5	71.7	71.7
227026_at	95.6	90.6	90.6
227027_at	67.4	75.5	75.5
227028_s_at	12.6	6.2	6.2
227029_at	360.1	446.9	446.9
227030_at	3.6	2.0	2.0
227031_at	198.5	195.5	195.5
227032_at	27.4	10.2	10.2
227033_at	245.9	207.0	207.0
227034_at	296.7	249.9	249.9
227035_x_at	182.1	216.2	216.2
227036_at	125.7	124.6	124.6
227037_at	312.9	294.0	294.0
227038_at	263.1	243.1	243.1
227039_at	39.1	25.9	25.9
227040_at	73.1	54.5	54.5
227041_at	8.1	21.2	21.2
227042_at	273.9	263.5	263.5
227043_at	4.0	2.5	2.5
227044_at	52.8	40.5	40.5
227045_at	172.6	184.0	184.0
227046_at	54.3	47.5	47.5
227047_x_at	103.4	142.5	142.5
227048_at	40.7	39.0	39.0
227049_at	91.5	94.4	94.4
227050_at	3.6	1.7	1.7
227051_at	23.9	19.5	19.5
227052_at	135.7	101.9	101.9
227053_at	3.1	2.5	2.5
227054_at	53.9	36.2	36.2
227055_at	3.8	26.0	26.0
227056_at	47.8	45.1	45.1
227057_at	4.6	1.1	1.1
227058_at	13.4	1.7	1.7
227059_at	256.9	204.4	204.4
227060_at	144.9	114.2	114.2
227061_at	56.7	70.4	70.4
227062_at	19.0	47.5	47.5
227063_at	343.6	375.9	375.9
227064_at	542.5	455.0	455.0
227065_at	123.2	75.5	75.5
227066_at	92.9	69.5	69.5
227067_x_at	149.9	176.4	176.4
227068_at	492.5	503.2	503.2
227069_at	134.2	124.8	124.8
227070_at	16.4	18.1	18.1
227071_at	18.7	86.4	86.4
227072_at	179.1	170.7	170.7
227073_at	46.5	42.4	42.4
227074_at	2.4	13.1	13.1
227075_at	131.2	99.3	99.3
227076_at	56.8	42.4	42.4
227077_at	764.0	705.1	705.1
227078_at	54.4	35.4	35.4
227079_at	70.2	90.7	90.7
227080_at	83.5	77.7	77.7
227081_at	8.7	0.7	0.7
227082_at	6.6	0.3	0.3
227083_at	126.0	96.8	96.8
227084_at	2.6	5.2	5.2
227085_at	539.7	485.0	485.0
227086_at	65.1	42.7	42.7
227087_at	172.4	114.8	114.8
227088_at	39.7	26.5	26.5
227089_at	32.0	2.4	2.4
227090_at	50.0	25.7	25.7
227091_at	22.0	8.4	8.4
227092_at	36.7	85.0	85.0
227093_at	236.6	253.7	253.7
227094_at	204.6	251.6	251.6
227095_at	117.4	118.4	118.4
227096_at	96.3	274.3	274.3
227097_at	2.5	11.8	11.8
227098_at	81.5	88.0	88.0
227099_s_at	26.6	12.6	12.6
227100_at	239.4	316.0	316.0
227101_at	37.9	46.1	46.1
227102_at	103.1	105.1	105.1
227103_s_at	69.9	75.6	75.6
227104_x_at	4.7	3.8	3.8
227105_at	106.0	94.0	94.0
227106_at	77.4	39.4	39.4
227107_at	252.5	258.4	258.4
227108_at	60.2	46.9	46.9
227109_at	53.5	35.0	35.0
227110_at	536.1	463.5	463.5
227111_at	126.3	89.1	89.1
227112_at	67.1	76.5	76.5
227113_at	31.2	30.5	30.5
227114_at	114.6	101.3	101.3
227115_at	81.0	121.4	121.4
227116_at	81.5	120.2	120.2
227117_at	168.5	200.8	200.8
227118_s_at	13.5	1.5	1.5
227119_at	58.2	59.1	59.1
227120_at	130.4	274.7	274.7
227121_at	3.3	7.9	7.9
227122_at	108.0	128.7	128.7
227123_at	157.2	161.2	161.2
227124_at	492.0	465.9	465.9
227125_at	80.3	110.1	110.1
227126_at	160.3	123.9	123.9
227127_at	27.2	41.9	41.9
227128_s_at	2.5	1.4	1.4
227129_x_at	149.4	132.9	132.9
227130_s_at	31.0	17.8	17.8
227131_at	152.3	165.3	165.3
227132_at	68.0	57.4	57.4
227133_at	165.1	163.1	163.1
227134_at	16.1	3.0	3.0
227135_at	82.8	85.0	85.0
227136_s_at	4.7	1.7	1.7
227137_at	3.8	7.2	7.2
227138_at	107.5	81.9	81.9
227139_s_at	240.9	215.6	215.6
227140_at	24.0	20.5	20.5
227141_at	282.2	301.9	301.9
227142_at	38.6	49.9	49.9
227143_s_at	200.2	210.4	210.4
227144_at	57.8	47.9	47.9
227145_at	44.6	13.0	13.0
227146_at	271.9	249.8	249.8
227147_s_at	14.0	1.7	1.7
227148_at	21.2	7.9	7.9
227149_at	33.4	22.6	22.6
227150_at	73.2	92.6	92.6
227151_at	115.0	91.9	91.9
227152_at	22.8	23.2	23.2
227153_at	12.6	3.8	3.8
227154_at	3.4	2.2	2.2
227155_at	17.7	27.3	27.3
227156_at	49.9	75.1	75.1
227157_at	107.4	102.8	102.8
227158_at	157.7	121.9	121.9
227159_at	65.4	76.4	76.4
227160_s_at	252.5	252.1	252.1
227161_at	113.3	113.6	113.6
227162_at	64.0	41.2	41.2
227163_at	69.1	61.8	61.8
227164_at	293.4	227.4	227.4
227165_at	84.5	81.2	81.2
227166_at	57.8	62.2	62.2
227167_s_at	317.2	323.9	323.9
227168_at	6.8	2.4	2.4
227169_at	63.3	52.5	52.5
227170_at	31.4	23.9	23.9
227171_at	62.1	32.4	32.4
227172_at	61.6	54.7	54.7
227173_s_at	17.2	1.5	1.5
227174_at	7.3	0.9	0.9
227175_at	6.5	19.2	19.2
227176_at	46.1	81.4	81.4
227177_at	50.2	86.2	86.2
227178_at	5.3	16.6	16.6
227179_at	82.7	73.2	73.2
227180_at	197.3	192.2	192.2
227181_at	46.8	46.8	46.8
227182_at	3.6	1.7	1.7
227183_at	16.3	3.9	3.9
227184_at	49.6	42.2	42.2
227185_at	426.7	671.6	671.6
227186_s_at	1388.0	1424.2	1424.2
227187_at	48.1	45.3	45.3
227188_at	39.3	27.4	27.4
227189_at	22.7	13.4	13.4
227190_at	17.0	4.6	4.6
227191_at	35.4	19.5	19.5
227192_at	27.7	29.1	29.1
227193_at	112.1	97.6	97.6
227194_at	3.8	7.3	7.3
227195_at	415.1	402.5	402.5
227196_at	259.3	226.4	226.4
227197_at	194.0	184.2	184.2
227198_at	17.2	10.7	10.7
227199_at	182.0	160.4	160.4
227200_at	233.8	254.0	254.0
227201_at	5.3	25.1	25.1
227202_at	2.8	0.3	0.3
227203_at	34.0	20.5	20.5
227204_at	191.0	183.7	183.7
227205_at	120.0	65.6	65.6
227206_at	34.1	31.3	31.3
227207_x_at	95.5	116.3	116.3
227208_at	157.1	149.5	149.5
227209_at	2.7	3.0	3.0
227210_at	28.2	23.4	23.4
227211_at	338.5	297.9	297.9
227212_s_at	576.6	580.4	580.4
227213_at	41.2	23.7	23.7
227214_at	49.1	83.7	83.7
227215_at	29.3	62.2	62.2
227216_at	26.2	23.5	23.5
227217_at	20.4	7.5	7.5
227218_at	7.7	8.2	8.2
227219_x_at	163.4	201.7	201.7
227220_at	62.8	44.3	44.3
227221_at	103.8	100.2	100.2
227222_at	81.7	52.6	52.6
227223_at	60.8	82.2	82.2
227224_at	173.0	145.0	145.0
227225_at	4.8	2.4	2.4
227226_at	27.1	21.0	21.0
227227_at	16.5	10.0	10.0
227228_s_at	24.1	23.1	23.1
227229_at	88.1	118.2	118.2
227230_s_at	18.5	30.0	30.0
227231_at	1.6	10.6	10.6
227232_at	5.7	3.6	3.6
227233_at	12.1	4.1	4.1
227234_at	38.2	45.5	45.5
227235_at	1.8	0.8	0.8
227236_at	43.7	33.5	33.5
227237_x_at	250.2	231.0	231.0
227238_at	6.0	1.2	1.2
227239_at	119.9	128.5	128.5
227240_at	44.5	37.9	37.9
227241_at	2.3	1.2	1.2
227242_s_at	3.4	0.6	0.6
227243_s_at	35.6	8.6	8.6
227244_s_at	58.8	42.2	42.2
227245_at	95.5	91.8	91.8
227246_at	128.2	102.4	102.4
227247_at	134.6	121.7	121.7
227248_at	34.3	56.2	56.2
227249_at	365.5	316.6	316.6
227250_at	122.1	105.7	105.7
227251_at	54.8	73.6	73.6
227252_at	169.7	125.4	125.4
227253_at	12.5	7.9	7.9
227254_at	54.5	69.0	69.0
227255_at	59.5	23.2	23.2
227256_at	104.6	119.2	119.2
227257_s_at	77.0	92.6	92.6
227258_at	20.2	20.6	20.6
227259_at	21.6	24.1	24.1
227260_at	212.5	246.8	246.8
227261_at	89.5	70.8	70.8
227262_at	44.2	68.5	68.5
227263_at	276.2	352.8	352.8
227264_at	72.0	43.9	43.9
227265_at	2.7	2.9	2.9
227266_s_at	4.9	4.1	4.1
227267_at	106.7	71.7	71.7
227268_at	77.4	69.5	69.5
227269_s_at	20.2	10.1	10.1
227270_at	301.2	279.6	279.6
227271_at	30.6	36.3	36.3
227272_at	151.1	118.4	118.4
227273_at	82.9	72.9	72.9
227274_at	193.6	199.3	199.3
227275_at	16.4	24.2	24.2
227276_at	45.3	29.0	29.0
227277_at	32.3	71.1	71.1
227278_at	457.0	361.3	361.3
227279_at	481.3	410.6	410.6
227280_s_at	495.0	472.9	472.9
227281_at	9.1	83.8	83.8
227282_at	1.6	3.8	3.8
227283_at	42.3	41.8	41.8
227284_at	162.4	153.4	153.4
227285_at	63.2	44.1	44.1
227286_at	393.8	563.2	563.2
227287_at	4.8	11.1	11.1
227288_at	13.8	26.8	26.8
227289_at	13.8	7.0	7.0
227290_at	43.8	21.9	21.9
227291_s_at	1124.0	1274.4	1274.4
227292_at	78.5	122.6	122.6
227293_at	46.5	34.9	34.9
227294_at	163.6	172.5	172.5
227295_at	253.5	212.6	212.6
227296_at	69.1	55.5	55.5
227297_at	2.5	5.1	5.1
227298_at	47.8	69.2	69.2
227299_at	50.1	64.0	64.0
227300_at	13.0	12.9	12.9
227301_at	123.9	69.4	69.4
227302_s_at	29.3	41.6	41.6
227303_at	44.3	38.4	38.4
227304_at	315.9	263.0	263.0
227305_s_at	1336.5	1183.8	1183.8
227306_at	26.5	21.3	21.3
